output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,0,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.025,1,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.05,1,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.1,2,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.15,2,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.2,3,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.25,3,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.3,3,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.35,4,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.4,4,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.45,4,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.5,5,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.55,5,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.6,6,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.65,6,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.7,6,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.75,7,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.8,8,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.85,8,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.9,9,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.95,11,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.975,12.024999999999864,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.99,14,2026-05-02,wk inc rsv hosp,0,2026-05-02,02
quantile,0.01,2,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.025,3,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.05,4.950000000000003,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.1,6,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.15,7,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.2,7,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.25,8,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.3,9,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.35,9,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.4,10,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.45,10,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.5,11,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.55,11,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.6,12,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.65,13,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.7,13,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.75,14,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.8,15,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.85,17,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.9,18,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.95,20,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.975,23,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.99,25,2026-05-02,wk inc rsv hosp,0,2026-05-02,01
quantile,0.01,1,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.025,1,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.05,2,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.1,2,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.15,3,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.2,4,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.25,4,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.3,4,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.35,5,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.4,5,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.45,6,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.5,6,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.55,6,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.6,7,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.65,7,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.7,8,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.75,8,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.8,9,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.85,10,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.9,11,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.95,13,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.975,14,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.99,17,2026-05-02,wk inc rsv hosp,0,2026-05-02,05
quantile,0.01,19,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.025,21,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.05,24,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.1,27,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.15,29,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.2,31,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.25,33,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.3,34,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.35,36,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.4,38,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.45,39,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.5,41,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.55,43,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.6,44,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.65,46,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.7,48,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.75,50,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.8,53,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.85,56,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.9,60,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.95,69,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.975,76.02499999999986,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.99,83.00999999999999,2026-05-02,wk inc rsv hosp,0,2026-05-02,04
quantile,0.01,81,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.025,86,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.05,91,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.1,99,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.15,103,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.2,107,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.25,111,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.3,114,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.35,117,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.4,120,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.45,123,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.5,126.5,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.55,129,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.6,132,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.65,136,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.7,139,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.75,143,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.8,148,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.85,152,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.9,159,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.95,172,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.975,180.02499999999986,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.99,195,2026-05-02,wk inc rsv hosp,0,2026-05-02,06
quantile,0.01,23,2026-05-02,wk inc rsv hosp,0,2026-05-02,08
quantile,0.025,27,2026-05-02,wk inc rsv hosp,0,2026-05-02,08
quantile,0.05,32,2026-05-02,wk inc rsv hosp,0,2026-05-02,08
quantile,0.1,37,2026-05-02,wk inc rsv hosp,0,2026-05-02,08
quantile,0.15,40,2026-05-02,wk inc rsv hosp,0,2026-05-02,08
quantile,0.2,44,2026-05-02,wk inc rsv hosp,0,2026-05-02,08
